PC
1;0.000384
2;0.004791         
3;0.000026
4;0.005037
5;0.025939
6;0.122498
7;0.534505
8;0.000241
Vuoto;0.000267

RISC
1;0.004475
2;0.055382
3;0.000282
4;0.048991
5;0.297553
6;1.488701
7;6.548320
8;0.001508
Vuoto;0.001680
